brsr_id,gri_code,gri_disclosure,esrs_datapoint_id,esrs_sheet,esrs_topic_code,esrs_dr,esrs_name,esrs_data_type,brsr_match_type,brsr_mapping_semantics,brsr_evidence_source,gri_esrs_match_level,expansion_count,expansion_class,interop_support,evidence_tier
P3-E3,3-3-C,3-3,E1-2_01,ESRS E1,E1,E1-2,Sustainability matters addressed by policy for climate change,semi-narrative,can_be_covered_by,partial,table1,requirement,9,moderate,direct,high_recall
P3-E3,3-3-C,3-3,E4-2_01,ESRS E4,E4,E4-2,Disclosure on whether and how biodiversity and ecosystems-related policies relate to matters reported in E4 AR4,narrative,can_be_covered_by,partial,table1,requirement,9,moderate,direct,high_recall
P3-E3,3-3-C,3-3,E4-2_02,ESRS E4,E4,E4-2,Explanation of whether and  how biodiversity and ecosystems-related policy relates to material biodiversity and ecosystems-related impacts,narrative,can_be_covered_by,partial,table1,requirement,9,moderate,direct,high_recall
P3-E3,3-3-C,3-3,MDR-P_01,ESRS 2 MDR,ESRS 2,MDR-P,Description of key contents of policy,narrative,can_be_covered_by,partial,table1,requirement,9,moderate,direct,high_recall
P3-E3,3-3-C,3-3,S1-1_08,ESRS S1,S1,S1-1,"Policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour",semi-narrative,can_be_covered_by,partial,table1,requirement,9,moderate,direct,high_recall
P3-E3,3-3-C,3-3,S1-1_10,ESRS S1,S1,S1-1,Specific policies aimed at elimination of discrimination are in place,semi-narrative,can_be_covered_by,partial,table1,requirement,9,moderate,direct,high_recall
P3-E3,3-3-C,3-3,S2-1_05,ESRS S2,S2,S2-1,"Policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour",semi-narrative,can_be_covered_by,partial,table1,requirement,9,moderate,direct,high_recall
P3-E3,3-3-C,3-3,S3-1_01,ESRS S3,S3,S3-1,Disclosure of any  any particular policy provisions for preventing and addressing impacts on indigenous peoples,narrative,can_be_covered_by,partial,table1,requirement,9,moderate,direct,high_recall
P3-E6,2-25-B,2-25,S1-3_02,ESRS S1,S1,S1-3,Disclosure of specific channels in place for its own workforce to raise concerns or needs directly with undertaking and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,4,moderate,direct,high_recall
P3-E6,2-25-B,2-25,S2-3_02,ESRS S2,S2,S2-3,Disclosure of specific channels in place for value chain workers to raise concerns or needs directly with undertaking and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,4,moderate,direct,high_recall
P3-E6,2-25-B,2-25,S3-3_11,ESRS S3,S3,S3-3,Disclosure of specific channels in place for affected communities to raise concerns or needs directly with undertaking and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,4,moderate,direct,high_recall
P3-E6,2-25-B,2-25,S4-3_02,ESRS S4,S4,S4-3,Disclosure of specific channels in place for consumers and end-users to raise concerns or needs directly with undertaking and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,4,moderate,direct,high_recall
P3-L3,3-3-D-II,3-3,MDR-A_04,ESRS 2 MDR,ESRS 2,MDR-A,"Description of key action taken, and its results, to provide for and cooperate in or support provision of remedy for those harmed by actual material impacts",narrative,can_be_covered_by,partial,table1,requirement,5,moderate,direct,high_recall
P3-L3,3-3-D-II,3-3,S1-4_02,ESRS S1,S1,S1-4,Disclosure on whether and how action has been taken to provide or enable remedy in relation to actual material impact,narrative,can_be_covered_by,partial,table1,requirement,5,moderate,direct,high_recall
P3-L3,3-3-D-II,3-3,S2-4_02,ESRS S2,S2,S2-4,Description of whether and how action to provide or enable remedy in relation to an actual material impact,narrative,can_be_covered_by,partial,table1,requirement,5,moderate,direct,high_recall
P3-L3,3-3-D-II,3-3,S3-4_02,ESRS S3,S3,S3-4,Description of whether and how the undertaking has taken action to provide or enable remedy in relation to an actual material impact,narrative,can_be_covered_by,partial,table1,requirement,5,moderate,direct,high_recall
P3-L3,3-3-D-II,3-3,S4-4_02,ESRS S4,S4,S4-4,Description of whether and how action has been taken to provide or enable remedy in relation to an actual material impact,narrative,can_be_covered_by,partial,table1,requirement,5,moderate,direct,high_recall
P5-E6,2-25-E,2-25,S1-3_08,ESRS S1,S1,S1-3,Disclosure of whether and how it is assessed that its own workforce is aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P5-E6,2-25-E,2-25,S2-3_05,ESRS S2,S2,S2-3,Disclosure of whether and how it is assessed that value chain workers are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P5-E6,2-25-E,2-25,S2-4_07,ESRS S2,S2,S2-4,Description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on  value chain workers  are available and effective in their implementation and outcomes,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P5-E6,2-25-E,2-25,S3-3_14,ESRS S3,S3,S3-3,Disclosure of whether and how it is assessed that affected communities are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P5-E6,2-25-E,2-25,S3-4_07,ESRS S3,S3,S3-4,Description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on affected communities are available and effective in their implementation and outcomes,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P5-E6,2-25-E,2-25,S4-3_05,ESRS S4,S4,S4-3,Disclosure of whether and how it is assessed that consumers and end-users are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P5-E6,2-25-E,2-25,S4-4_07,ESRS S4,S4,S4-4,Description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on  consumers and end-users are available and effective in their implementation and outcomes,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P5-E6,406-1-A,406-1,S1-17_01,ESRS S1,S1,S1-17,Number of incidents of discrimination [table],Table,can_be_covered_by,partial,table1,requirement,2,low,direct,high_recall
P5-E6,406-1-A,406-1,S1-17_02,ESRS S1,S1,S1-17,Number of incidents of discrimination,Table/Integer,can_be_covered_by,partial,table1,requirement,2,low,direct,high_recall
P6-E4,303-1-A,303-1,E3-2_02,ESRS E3,E3,E3-2,Information about specific collective action for water and marine resources,narrative,can_be_covered_by,partial,table1,disclosure,5,moderate,direct,high_recall
P6-E4,303-1-A,303-1,E3-3_04,ESRS E3,E3,E3-3,(Local) ecological threshold and entity-specific allocation were taken into consideration when setting water and marine resources target,semi-narrative,can_be_covered_by,partial,table1,disclosure,5,moderate,direct,high_recall
P6-E4,303-1-A,303-1,E3-3_08,ESRS E3,E3,E3-3,Adopted and presented water and marine resources-related target is mandatory (based on legislation),semi-narrative,can_be_covered_by,partial,table1,disclosure,5,moderate,direct,high_recall
P6-E4,303-1-A,303-1,E3.IRO-1_01,ESRS E3,E3,E3.IRO-1,"Disclosure of whether and how assets and activities have been screened in order to identify actual and potential water and marine resources-related impacts, risks and opportunities in own operations and upstream and downstream value chain and methodologies, assumptions and tools used in screening [text block]",narrative,can_be_covered_by,partial,table1,disclosure,5,moderate,direct,high_recall
P6-E4,303-1-A,303-1,E3.IRO-1_02,ESRS E3,E3,E3.IRO-1,Disclosure of how consultations have been conducted (water and marine resources) [text block],narrative,can_be_covered_by,partial,table1,disclosure,5,moderate,direct,high_recall
P6-E4,303-2-A,303-2,E2-3_05,ESRS E2,E2,E2-3,Ecological thresholds and entity-specific allocations were taken into consideration when setting pollution-related target,semi-narrative,can_be_covered_by,partial,table1,disclosure,2,low,partial_requirement,high_recall
P6-E4,303-2-A,303-2,E2-3_06,ESRS E2,E2,E2-3,Disclosure of ecological thresholds identified and methodology used to identify ecological thresholds (pollution),narrative,can_be_covered_by,partial,table1,disclosure,2,low,partial_requirement,high_recall
P8-E1,413-1-A-I-III,413-1,S3-4_17,ESRS S3,S3,S3-4,"Explanation of the approximate scope of affected communities covered by the described social investment or development programmes, and, where applicable, the rationale for why selected communities were chosen",narrative,can_be_covered_by,partial,table1,disclosure,1,low,direct,high_recall
P8-E2,413-1-A-IV,413-1,S3-4_17,ESRS S3,S3,S3-4,"Explanation of the approximate scope of affected communities covered by the described social investment or development programmes, and, where applicable, the rationale for why selected communities were chosen",narrative,can_be_covered_by,partial,table1,disclosure,1,low,direct,high_recall
P8-L2,413-1-A-IV,413-1,S3-4_17,ESRS S3,S3,S3-4,"Explanation of the approximate scope of affected communities covered by the described social investment or development programmes, and, where applicable, the rationale for why selected communities were chosen",narrative,can_be_covered_by,partial,table1,disclosure,1,low,direct,high_recall
P8-L4,201-1-A,201-1,SBM-1_06,ESRS 2,ESRS 2,SBM-1,Total revenue,Monetary,can_be_covered_by,partial,table1,disclosure,1,low,partial_requirement,high_recall
P8-L6,413-1-A-IVC,413-1,S3-4_17,ESRS S3,S3,S3-4,"Explanation of the approximate scope of affected communities covered by the described social investment or development programmes, and, where applicable, the rationale for why selected communities were chosen",narrative,can_be_covered_by,partial,table1,disclosure,1,low,direct,high_recall
P9-E1,2-25-B,2-25,S1-3_02,ESRS S1,S1,S1-3,Disclosure of specific channels in place for its own workforce to raise concerns or needs directly with undertaking and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,4,moderate,direct,high_recall
P9-E1,2-25-B,2-25,S2-3_02,ESRS S2,S2,S2-3,Disclosure of specific channels in place for value chain workers to raise concerns or needs directly with undertaking and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,4,moderate,direct,high_recall
P9-E1,2-25-B,2-25,S3-3_11,ESRS S3,S3,S3-3,Disclosure of specific channels in place for affected communities to raise concerns or needs directly with undertaking and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,4,moderate,direct,high_recall
P9-E1,2-25-B,2-25,S4-3_02,ESRS S4,S4,S4-3,Disclosure of specific channels in place for consumers and end-users to raise concerns or needs directly with undertaking and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,4,moderate,direct,high_recall
P9-E1,2-25-E,2-25,S1-3_08,ESRS S1,S1,S1-3,Disclosure of whether and how it is assessed that its own workforce is aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P9-E1,2-25-E,2-25,S2-3_05,ESRS S2,S2,S2-3,Disclosure of whether and how it is assessed that value chain workers are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P9-E1,2-25-E,2-25,S2-4_07,ESRS S2,S2,S2-4,Description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on  value chain workers  are available and effective in their implementation and outcomes,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P9-E1,2-25-E,2-25,S3-3_14,ESRS S3,S3,S3-3,Disclosure of whether and how it is assessed that affected communities are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P9-E1,2-25-E,2-25,S3-4_07,ESRS S3,S3,S3-4,Description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on affected communities are available and effective in their implementation and outcomes,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P9-E1,2-25-E,2-25,S4-3_05,ESRS S4,S4,S4-3,Disclosure of whether and how it is assessed that consumers and end-users are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P9-E1,2-25-E,2-25,S4-4_07,ESRS S4,S4,S4-4,Description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on  consumers and end-users are available and effective in their implementation and outcomes,narrative,can_be_covered_by,partial,table1,requirement,7,moderate,direct,high_recall
P9-E5,2-23-A,2-23,G1.MDR-P_01-06,ESRS G1,G1,G1-1,"Policies in place to manage its material impacts, risks and opportunities related to business conduct and corporate culture [see ESRS 2 MDR-P]",MDR-P,can_be_covered_by,partial,table1,requirement,1,low,partial_requirement,high_recall
P9-L1,2-6-B-I,2-6,SBM-1_01,ESRS 2,ESRS 2,SBM-1,Description of significant groups of products and (or) services offered,narrative,can_be_covered_by,partial,table1,disclosure,11,moderate,direct,high_recall
P9-L1,2-6-B-I,2-6,SBM-1_02,ESRS 2,ESRS 2,SBM-1,Description of significant markets and (or) customer groups served,narrative,can_be_covered_by,partial,table1,disclosure,11,moderate,direct,high_recall
P9-L1,2-6-B-I,2-6,SBM-1_05,ESRS 2,ESRS 2,SBM-1,Description of products and services that are banned in certain markets,narrative,can_be_covered_by,partial,table1,disclosure,11,moderate,direct,high_recall
P9-L1,2-6-B-I,2-6,SBM-1_07,ESRS 2,ESRS 2,SBM-1,Revenue by significant ESRS Sectors,Table/Monetary,can_be_covered_by,partial,table1,disclosure,11,moderate,direct,high_recall
P9-L1,2-6-B-I,2-6,SBM-1_08,ESRS 2,ESRS 2,SBM-1,List of additional significant ESRS sectors in which significant activities are developed or in which undertaking is or may be connected to material impacts,semi-narrative,can_be_covered_by,partial,table1,disclosure,11,moderate,direct,high_recall
P9-L1,2-6-B-I,2-6,SBM-1_09,ESRS 2,ESRS 2,SBM-1,"Undertaking is active in fossil fuel (coal, oil and gas) sector",semi-narrative,can_be_covered_by,partial,table1,disclosure,11,moderate,direct,high_recall
P9-L1,2-6-B-I,2-6,SBM-1_15,ESRS 2,ESRS 2,SBM-1,Undertaking is active in chemicals production,semi-narrative,can_be_covered_by,partial,table1,disclosure,11,moderate,direct,high_recall
P9-L1,2-6-B-I,2-6,SBM-1_17,ESRS 2,ESRS 2,SBM-1,Undertaking is active in controversial weapons,semi-narrative,can_be_covered_by,partial,table1,disclosure,11,moderate,direct,high_recall
P9-L1,2-6-B-I,2-6,SBM-1_19,ESRS 2,ESRS 2,SBM-1,Undertaking is active in cultivation and production of tobacco,semi-narrative,can_be_covered_by,partial,table1,disclosure,11,moderate,direct,high_recall
P9-L1,2-6-B-I,2-6,SBM-1_25,ESRS 2,ESRS 2,SBM-1,Description of business model and value chain,narrative,can_be_covered_by,partial,table1,disclosure,11,moderate,direct,high_recall
P9-L1,2-6-B-I,2-6,SBM-1_28,ESRS 2,ESRS 2,SBM-1,Description of main features of upstream and downstream value chain and undertakings position in value chain,narrative,can_be_covered_by,partial,table1,disclosure,11,moderate,direct,high_recall
